Well,CRC Lib #,Formation,Sample Type,GR,ILD,Porosity,HCl Reaction,Avg. Depth,Leco TOC (%),S1 ,S2 ,S3,Tmax (°C),HI,OI,S1+S2,PI
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,137.8498,14.9795,16.5,1,10621.4,1.14,0.14,3.9,0.31,441,342,12,4.04,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,122.5773,4.0824,20.7,1,10728.4,1.35,0.15,1.76,0.24,446,130,18,1.91,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.1,1,10639.2,2.4,0.28,8.83,0.26,441,368,10,9.11,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,162.8601,17.1207,19.06,1,10640.4,2.58,0.3,10.3,0.19,442,399,7,10.6,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.1,1,10639.2,2.4,0.28,8.83,0.26,441,368,10,9.11,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,150.9407,19.0939,19.64,1,10638.8,2.16,0.25,7.52,0.17,442,348,8,7.77,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,130.7094,15.2337,18.06,1,10648.7,2.29,0.22,7.02,0.18,441,307,8,7.24,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,1.92,0.16,6.25,0.21,444,326,11,6.41,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,212.5262,4.1598,19.41,1,10615.5,4,0.12,23.42,0.35,441,586,9,23.54,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,16.15,1,10695.5,2.13,0.15,5.54,0.22,445,260,15,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,2.98,0.16,9.82,0.21,444,326,11,9.97,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,156.984,15.5351,19.78,1,10626.8,4.45,0.17,17.86,0.31,440,401,7,18.03,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,140.5272,14.3603,18.23,1,10649.7,2.12,0.24,6.47,0.21,440,305,10,6.71,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.18,443,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,140.5272,14.3603,18.23,1,10649.7,2.12,0.24,6.47,0.21,440,305,10,6.71,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,145.9075,18.5325,18.93,1,10623.5,3.39,0.18,12.69,0.26,442,374,8,12.87,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,145.9075,18.5325,18.93,1,10623.5,3.39,0.18,12.69,0.26,442,374,8,12.87,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,4.5,0.39,23.42,0.26,441,388,10,23.54,0.03
Schuster Flats 14-27-47-9,T542,MWRY,core,143.397,39.845,7.808,1,10966.5,1.93,1.2,3.68,0.09,446,0.77,191,4.88,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,143.7671424,28.19807965,7.19091282,1,11118.1,0.96,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,230.7459184,11.47047238,9.500998,1,11145.1,0.55,,,0.29,445,,,0,
TRC 1,D636,MWRY,core,125.301907,79.96103783,21.57636677,1,9889.7,3.35,1.97,6.02,0.07,444,180,2,7.99,0.25
TRC 1,D636,MWRY,core,125.301907,79.96103783,21.57636677,1,9889.7,3.35,1.97,6.02,0.07,444,180,2,7.99,0.25
6 MILLS,A558,MWRY,core,136.3566233,7.95712327,7.648923636,1,9227,2.89,2.73,6.79,0.2,441,235,7,9.52,0.29
TRC 1,D636,MWRY,core,127.8053146,26.45286186,22.7974065,1,9925.5,41.2,8.59,96.18,1.3,455,233,3,104.77,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,207.5247,8.2319,21.5,1,10714.3,2.52,0.28,7.1,0.27,441,282,11,7.38,0.04
DILT 14-26,T322,MWRY,core,135.2113682,28.16232417,6.80267847,1,11305.3,1.15,0.93,1.46,0.27,451,127,23,2.39,0.39
Patrick Walsh Fed.,S601,MWRY,core,122.6720314,5.20235107,18.44828606,1,8227,5.23,0.93,8.47,0.34,438,162,7,0.1,
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4613,10.8220715,17.34,1,12372.9,2.56,0.15,10.21,0.18,442,399,6,10.36,0.01
Thunder Creek Federal,S934,MWRY,core,187.3148355,4.98463534,15.64073091,1,8407,5.78,1.38,11.77,0.33,442,204,6,13.15,0.1
TRC 1,D636,MWRY,core,142.8218055,62.12401302,24.87315626,1,9892,3.35,1.97,6.02,0.39,444,163,13,7.99,0.27
EDUCATED GUESS 11-1H,S505,MWRY,core,129.6184,21.6216,19.19,1,10607.8,2.43,0.16,9.24,0.3,444,380,12,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,11.1217,19.31,1,10684.5,2.31,0.29,5.09,0.2,442,301,9,5.25,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,162.8413,17.1207,19.06,1,10640.4,2.58,0.3,10.3,0.19,442,399,7,10.6,0.03
Buffalo Gap Federal 35-1,T120,MWRY,core,166.7366512,7.8247325,7.4896688,1,9216,2.28,2.38,3.45,0.25,458,151,17,5.83,0.41
Thunder Creek Federal,S934,MWRY,core,137.5216487,8.57822885,16.95342606,1,8367.5,2.81,2.24,9.88,0.5,438,352,18,12.12,0.18
Buffalo Gap Federal 35-1,T120,MWRY,core,127.8053146,26.45286186,8.40319361,1,9925.5,1.84,1.6,2.21,1.3,455,120,16,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,157.0695711,30.06715732,9.500998,1,11343.2,1.77,1.67,1.98,0.33,450,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,9.500998,1,11199,1.77,1.67,1.98,0.38,449,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,157.0695711,30.06715732,9.500998,1,11343.2,1.77,1.67,1.98,0.33,450,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,9.500998,1,11199,1.77,1.67,1.98,0.38,449,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,138.980357,38.25581269,9.4011976,1,11154.6,0.68,0.58,1.01,0.21,447,149,34,1.59,0.36
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,9.4011976,1,11154.6,0.68,0.58,1.01,0.23,449,149,34,1.59,0.36
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.19,452,165,11,3.79,0.27
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,5.60797429,1,12660.5,2.94,0.88,2.12,0.25,458,72,5,3,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,122.5773,4.0824,20.7,1,10728.4,1.35,0.15,1.76,0.24,446,130,18,1.91,0.08
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,5.60797429,1,12660.5,2.94,0.88,2.12,0.14,460,72,5,3,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,169.9461,2.5719,25.92,1,10174,2.18,2.2,10.74,0.22,446,493,7,12.94,0.17
EDUCATED GUESS 11-1H,S505,MWRY,core,138.1476,15.3588,20.25,1,10627.7,2.98,0.15,9.82,0.3,441,330,10,9.97,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,8.29381702,1,11199,1.05,0.76,1.15,0.38,449,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,135.2113682,28.16232417,8.80267847,1,11305.3,1.28,0.9,1.47,0.27,451,127,23,2.37,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,204.4144792,19.59340834,7.70459082,1,11137.1,1.79,1.44,3.41,0.33,451,191,18,4.85,0.3
Buffalo Gap Federal 35-1,T120,MWRY,core,113.135171,51.70649342,9.33550898,1,11170,1.94,3.13,3.44,0.44,450,177,24,6.57,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,9.4011976,1,11154.6,0.68,0.58,1.01,0.23,449,149,35,1.59,0.36
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,7.29666526,1,11247.8,1.14,1.02,1.44,0.33,452,126,29,2.46,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,18.23007884,7.60453149,1,11241,1.04,0.72,0.97,0.31,453,126,26,1.69,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,142.6134917,44.09833258,7.70459082,1,11225.15,2.61,2.29,5.48,0.12,448,210,5,7.77,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,16.15,1,10695.5,2.13,0.15,5.54,0.22,445,260,12,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,141.5187,17.9478,19.65,1,10641.8,2.12,0.24,7.81,0.19,441,426,9,7.77,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,156.984,15.5351,19.78,1,10626.8,4.45,0.17,17.86,0.31,440,401,7,18.03,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.18,443,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,106.2322,11.2565,20,1,10599.6,3.16,0.21,15.86,0.23,444,502,7,16.07,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,130.1142,23.2934,20.46,1,10604.4,3.59,0.18,16.59,0.28,443,462,8,16.77,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.57,0.18,14.74,0.23,441,413,6,14.92,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,20.43,1,10628.6,3.07,0.16,10.39,0.27,441,338,9,10.55,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
TRC 1,D636,MWRY,core,107.1571454,59.15310785,24.38477593,1,9894.8,0.71,0.21,0.5,0.29,441,70,41,0.71,0.3
CATED GUESS 11-1H,S505,MWRY,core,129.6184,21.6216,19.19,1,10607.8,2.43,0.16,9.24,0.3,444,380,12,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,93.569,9.3217,12.72,1,10538.8,1.33,0.09,3.41,0.23,444,256,17,3.5,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,18.61,1,10614.7,1.48,0.11,5.22,0.3,440,353,20,5.33,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,104.131,8.8336,11.77,1,10511.2,0.91,0.09,2.15,0.15,443,236,16,2.24,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,11.1217,19.31,1,10684.5,2.31,0.29,7.69,0.2,442,301,9,7.25,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,140.1864,15.8354,18.68,1,10642.7,2.28,0.29,8.05,0.2,441,353,9,8.34,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,106.2922,5.5717,15.37,1,10517.3,0.36,0.08,0.52,0.23,444,144,64,0.6,0.13
DILT 14-26,T322,MWRY,core,88.33446945,7.87093618,5.60797429,1,9601,2.94,0.88,2.12,0.08,449,92,11,3,0.22
EDUCATED GUESS 11-1H,S505,MWRY,core,129.6184,21.6216,19.19,1,10607.8,2.43,0.16,9.24,0.3,444,380,12,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.4,1,10613.7,1.39,0.17,4.36,0.26,444,314,19,4.53,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,114.1287,7.6547,20.72,1,10699.4,1.81,0.24,5.51,0.17,444,299,9,5.95,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,123.5692,9.8762,17.31,1,10677.4,1.32,0.26,3.19,0.16,445,242,12,3.45,0.08
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,10.75772682,1,12658,2.55,1.27,1.8,0.15,463,80,6,2.82,0.36
EDUCATED GUESS 11-1H,S505,MWRY,core,130.7094,15.2337,18.06,1,10648.7,2.29,0.22,7.02,0.18,441,307,8,7.24,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,1.92,0.16,6.25,0.21,444,326,11,6.41,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,20.82,1,10695.5,1.86,0.21,4.84,0.22,445,260,12,5.05,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,20.82,1,10695.5,1.81,0.22,4.64,0.22,445,260,12,4.86,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,147.3701,13.8881,18.58,1,10620.6,3.91,0.21,18.11,0.42,442,463,11,18.32,0.01
4 EVANS EDWARD M,A557,MWRY,core,138.6959283,13.29940574,8.28514457,1,9202,2.55,2.65,1.05,4.98,0.21,195,8,3.7,0.17
Thunder Creek Federal,S934,MWRY,core,124.9178629,5.88249361,11.59812838,1,8391,2.22,1.33,5.3,0.23,435,449,19,6.63,0.2
EDUCATED GUESS 11-1H,S505,MWRY,core,141.3209,4.5524,21.73,1,10725.5,1.42,0.17,2.24,0.27,446,158,19,2.41,0.07
EDUCATED GUESS 11-1H,S505,MWRY,core,212.5262,4.1598,19.41,1,10615.5,4,0.12,23.42,0.35,441,586,9,23.54,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,145.9075,11.4337,18.88,1,10653.5,1.81,0.22,4.64,0.26,442,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,140.5272,14.3603,19.81,1,10649.7,2.06,0.14,5.42,0.21,440,263,11,5.56,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,211.7336,4.9132,20.06,1,10597.6,3.39,0.18,12.69,0.26,443,426,11,12.87,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,20.43,1,10628.6,3.07,0.16,10.39,0.27,441,338,9,10.55,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,138.9405,17.2271,19.67,1,10637.5,4.13,0.37,21.42,0.19,442,519,5,21.79,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,145.9075,18.5325,18.93,1,10623.5,3.39,0.18,12.69,0.26,442,374,8,12.87,0.01
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,10.11964108,1,12674,2.39,1.12,1.56,0.25,455,65,10,2.68,0.42
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,20.43,1,10628.6,3.07,0.16,10.39,0.27,441,338,9,10.55,0.02
Thunder Creek Fed C-3,S847,MWRY,core,172.9786505,367.3838183,11.57914606,1,8644,0.54,0.07,0.52,0.21,439,97,39,0.59,0.12
Thunder Creek Fed C-3,S847,MWRY,core,172.9786505,367.3838183,11.57914606,1,8644,0.54,0.07,0.52,0.21,439,97,39,0.59,0.12
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.9,2.56,0.4,451,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,130.1952544,23.63004797,8.7996089,1,11074.7,1.68,0.66,2.49,0.11,452,148,7,3.15,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,7.70459082,1,11255.5,2.61,2.29,5.48,0.44,450,210,5,7.77,0.29
Buffalo Gap Federal 35-1,T120,MWRY,core,154.330387,21.94175919,7.80721002,1,11281.5,1.73,1.11,2.46,0.37,451,142,21,3.57,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,154.330387,21.94175919,7.40518962,1,11281.5,1.46,1.29,2.07,0.37,451,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.85,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,131.0774563,34.41281963,7.60453029,1,11287.2,1.04,0.72,0.97,0.21,452,93,20,1.69,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,113.135171,51.70649342,9.33550898,1,11170,1.94,3.13,3.44,0.44,450,177,24,6.57,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,154.3344544,26.35167182,8.40319361,1,11336,1.84,1.6,2.21,0.28,450,120,15,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,18.23007884,7.80439122,1,11241,1.17,1.38,1.48,0.31,453,126,26,2.86,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,125.5769519,37.44866602,7.29666526,1,11247.8,1.14,1.02,2.16,0.33,452,126,29,2.46,0.41
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6835,12.0433,19.21,1,10635.6,3.45,0.16,12.69,0.22,441,370,9,10.95,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,182.351286,18.57106614,8.60279441,1,11085,1.28,0.9,1.42,,,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7667218,32.98631627,9.00199601,1,11126,1.3,1.06,1.66,,,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7667218,40.44501546,7.89925639,1,11126,0.66,,,,,,,0,
JAVA STATE 16-9,T482,MWRY,core,164.2583,11.1393,9.7,1,10200.5,3.36,3.29,16.77,0.16,436,499,5,20.06,0.16
EDUCATED GUESS 11-1H,S505,MWRY,core,158.775,10.5356,17.95,1,10656.7,2.13,0.2,7,0.16,441,329,9,7.2,0.03
Buffalo Gap Federal 35-1,T120,MWRY,core,156.480199,20,8.8030585,1,11210.5,1.98,2.25,2.82,0.31,451,147,18,5.07,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1872122,51.40554821,10,1,11161.5,2.89,0.99,5.15,0.25,448,178,9,6.14,0.16
Thunder Creek Fed C-3,S847,MWRY,core,135.8768354,311.5157949,11.45697212,1,8638.5,0.5,0.1,0.47,0.15,441,95,30,0.57,0.18
Thunder Creek Federal,S934,MWRY,core,120.7479184,5.49967772,19.13957091,1,8364,2.57,1.7,6.58,0.28,440,256,11,8.28,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,31.99191347,4.42934366,8.60797429,1,12658,1.28,0.9,1.47,0.15,463,72,5,2.37,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,93.569,9.3217,12.72,1,10538.8,1.33,0.09,3.41,0.23,444,256,17,3.5,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,9.5792,20.04,1,10687.8,2.5,0.29,7.49,0.21,445,300,8,7.78,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,117.4576,9.0619,20.76,1,10690.7,2.2,0.21,6.66,0.18,443,303,8,6.87,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,114.1287,7.6547,20.72,1,10699.4,1.91,0.24,5.71,0.17,444,299,9,5.95,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,11.1217,19.31,1,10684.5,2.31,0.29,6.99,0.2,442,301,9,7.25,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,150.8412,5.9067,19.4,1,10613.7,1.39,0.17,4.36,0.26,444,314,19,4.53,0.04
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,5.60797429,1,12656,2.94,0.88,2.12,0.25,455,72,5,3,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,175.932,10.0063,18.57,1,10644.7,2.47,0.27,8.36,0.18,440,338,7,8.63,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,111.211,7.2588,15.57,1,10501.2,0.68,0.11,1.22,0.21,444,179,31,1.33,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,2.4,0.18,8.36,0.23,441,413,6,8.51,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,150.9407,19.0939,19.64,1,10638.8,2.1,0.25,6.31,0.17,442,348,8,6.56,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,146.3353,13.1522,19.1,1,10643.1,2.4,0.28,8.83,0.23,441,368,10,9.11,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,150.9407,19.0939,19.64,1,10638.8,2.16,0.25,7.52,0.17,442,348,8,7.77,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Thunder Creek Federal,S934,MWRY,core,115.0692248,8.11748704,11.87422727,1,8383,2.27,1.09,5.88,0.24,441,263,11,7.06,0.15
Buffalo Gap Federal 35-1,T120,MWRY,core,157.0695711,30.06715732,9.500998,1,11343.2,1.77,1.67,1.98,0.33,450,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,FRNR,core,120.9927562,17.89535249,6.40602113,1,11029.7,1.9,0.48,2.45,0.16,451,129,8,2.93,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,20.82,1,10695.5,1.86,0.21,4.84,0.22,445,260,12,5.05,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,108.5955,7.6008,16.15,1,10544.3,2.13,0.15,5.54,0.33,444,260,15,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,137.4531,14.4324,19.01,1,10633.7,2.31,0.15,7.15,0.24,443,310,10,7.3,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4613,13.6618,18.21,1,10651.7,2.36,0.25,7.22,0.18,442,306,8,7.47,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,156.4822,20.9795,12.72,1,10611.5,1.33,0.09,3.41,0.22,441,256,17,3.5,0.03
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,204.4144792,19.59340834,7.70459082,1,11137.1,1.79,1.44,3.41,0.33,451,191,18,4.85,0.3
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,154.330387,21.94175919,7.40518962,1,11281.5,1.46,1.29,2.07,0.37,451,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
EDUCATED GUESS 11-1H,S505,MWRY,core,212.5262,4.1598,19.41,1,10615.5,4,0.12,23.42,0.35,441,586,9,23.54,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,128.2361,11.1217,22.42,1,10684.5,3.07,0.16,10.39,0.2,442,301,9,10.55,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.98,1,10654.8,2.64,0.21,8.46,0.18,443,256,10,9.54,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,13.1109,18.64,1,10617.8,1.93,0.25,5.79,0.21,445,300,12,6.04,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,9.33550898,1,11255.5,1.94,3.13,3.44,0.42,450,177,24,6.57,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.38,1.64,1.88,0.44,450,136,30,3.52,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.38,1.64,1.88,0.44,450,136,30,3.52,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,7.80721002,1,11183.9,1.73,1.11,2.46,0.19,451,142,19,3.57,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,142.6134917,44.09833258,7.70459082,1,11225.15,2.61,2.29,5.48,0.15,448,210,5,7.77,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4612,12.9171,18.62,1,10652.6,2.29,0.22,7.14,0.22,441,312,10,7.36,0.03
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,23.47956132,1,12670.5,2.59,1.14,1.88,0.17,460,73,9,3.02,0.38
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,150.7421,13.2941,18.69,1,10619.5,2.63,0.18,9.93,0.31,442,378,12,10.11,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,174.7944418,10.9247,16.5,1,10663.7,1.14,0.14,3.9,0.33,440,342,25,4.04,0.03
